frame,cx,cy,area,detected
18,201.88624810193437,322.45312603155736,5049.0,1
19,201.88906954877177,322.39286620050586,5053.8,1
20,201.92766739949775,322.39364305658296,5068.88,1
21,201.89151137113885,322.44166798737115,5069.728,1
22,201.8196726792334,322.43554679782346,5066.236800000001,1
23,201.80363771316297,322.41226304205134,5068.34208,1
24,201.69429361774468,322.36690672227746,5056.805248000001,1
25,201.67931699216626,322.3230884172269,5051.4831488,1
26,201.7053832761327,322.2413624781112,5063.88988928,1
27,201.7170280314947,322.1426522559858,5058.133933568,1
28,201.72308407145596,322.08619699527543,5060.2803601408,1
29,201.72882192043483,322.01501163205825,5057.96821608448,1
30,201.74244779143615,321.9455520492852,5052.380929650688,1
31,201.73345389962338,321.9377807530037,5052.828557790413,1
32,201.73977525124167,321.9080701815177,5051.297134674248,1
33,201.71963500220895,321.8125626898809,5054.978280804548,1
34,201.719386367195,321.7616430289962,5065.586968482729,1
35,201.6860429545144,321.7645482328853,5060.752181089638,1
36,201.64130937517677,321.6976287690603,5067.6513086537825,1
37,201.57554633338583,321.6806012005004,5062.3907851922695,1
38,201.59743206107805,321.639927918777,5068.234471115362,1
39,201.57646554082334,321.6462236280721,5071.340682669217,1
40,201.51049389960582,321.6933905830522,5070.00440960153,1
41,201.46386011275143,321.68771057420673,5064.802645760918,1
42,201.42608702069228,321.7210075610883,5057.681587456551,1
43,201.4057593564499,321.7291264764545,5056.808952473931,1
44,201.4283249398672,321.6780994530437,5069.685371484358,1
45,201.40739929438206,321.72549187963557,5061.611222890615,1
46,201.44325015655366,321.65546269801297,5065.966733734369,1
47,201.46506822489633,321.524202265073,5065.580040240621,1
48,201.49444582391453,321.48813933361055,5062.9480241443725,1
49,201.497040380219,321.4781146562324,5040.168814486624,1
50,201.4864696504684,321.4464926472542,5037.501288691974,1
51,201.46124219367806,321.4607697921742,5032.100773215185,1
52,201.4230260879966,321.4524698593365,5023.260463929111,1
53,201.4484455943416,321.4837742634337,5032.556278357467,1
54,201.47911916665674,321.488502356298,5039.73376701448,1
55,201.5019389663699,321.5282159175956,5041.240260208688,1
56,201.53136054801035,321.44700762386685,5039.944156125212,1
57,201.5372903850954,321.49064021524316,5023.166493675128,1
58,201.48243012485904,321.557404390649,5017.699896205077,1
59,201.42782486475528,321.6984094774933,5013.219937723046,1
60,201.42795986075043,321.7661705158504,5010.131962633828,1
61,201.40285395613597,321.7945538210297,5008.479177580297,1
62,201.35056924976533,321.8857225553896,5004.2875065481785,1
63,201.28717543612305,321.9067426716674,4991.972503928907,1
64,201.2877465366169,321.94809006530124,4986.383502357344,1
65,201.2935850036301,321.9801659535047,4983.830101414406,1
66,201.28929000514978,322.03197415890037,4986.898060848644,1
67,201.2907945468965,322.1433066839941,4978.138836509186,1
68,201.320873575797,322.31488937338315,4983.2833019055115,1
69,201.29532097215562,322.5755411270553,4973.169981143307,1
70,201.38421467264732,322.5165121866135,4990.901988685984,1
71,201.3758389906426,322.8102437404434,4976.141193211591,1
72,201.40769374552855,322.8656634647488,4965.884715926954,1
73,201.3766023710583,323.0207486564654,4958.930829556173,1
74,201.3869639086929,323.0217080798565,4959.758497733704,1
75,201.43614954896594,322.95590112449185,4966.855098640222,1
76,201.47964485822578,322.92586924088505,4979.913059184133,1
77,201.52918098811762,322.8276333914773,4981.14783551048,1
78,201.52455769674157,322.7733206571796,4989.888701306288,1
79,201.53333662853152,322.82745630907914,4990.133220783772,1
80,201.55180999420776,322.87882417428625,4991.4799324702635,1
81,201.52846132460863,322.868475274697,5001.487959482158,1
82,201.58870771877895,322.78518365568397,5015.292775689295,1
83,201.61893920034402,322.79561678866975,5025.775665413577,1
84,201.66434214504926,322.7158850622826,5030.265399248146,1
85,201.6744114708162,322.6972471544032,5025.5592395488875,1
86,201.72694760893017,322.5766658698469,5025.135543729333,1
87,201.75981687761538,322.5129350325458,5023.6813262376,1
88,201.77028097689245,322.50882848181817,5025.208795742559,1
89,201.81277801909783,322.4443140472255,5027.925277445536,1
90,201.87247341382522,322.5018872251932,5028.155166467322,1
91,201.8742277401942,322.52048160470423,5024.8930998803935,1
92,201.89334647551203,322.50667764744276,5027.535859928236,1
93,201.8962094634519,322.5083431709204,5027.321515956942,1
94,201.91149812128114,322.5149850712855,5032.592909574165,1
95,201.9161612221264,322.48492800476305,5033.155745744499,1
96,201.94736637908846,322.48077474393693,5033.893447446699,1
97,201.87424649411975,322.57157151302886,5020.336068468019,1
98,201.94612915659013,322.5668170942249,5030.001641080811,1
