frame,cx,cy,area,detected
24,381.78940163550556,118.98865232897438,4626.5,1
25,381.8222734224325,119.2172809103289,4599.1,1
26,381.80836943559086,119.36365164630499,4617.46,1
27,381.85210825272435,119.34066419948297,4612.076,1
28,381.91030884559376,119.2243463684512,4608.0455999999995,1
29,381.97804854010377,119.44447112750746,4574.22736,1
30,382.0327451436193,119.44563004492552,4598.9364160000005,1
31,382.04718971765607,119.4596738445823,4616.3618496,1
32,382.04447850006716,119.39431162979086,4622.41710976,1
33,382.05060156654696,119.29912243499868,4606.650265856,1
34,382.04355389222724,119.2545486651247,4625.5901595136,1
35,382.02936921261676,119.19804548100105,4620.75409570816,1
36,381.9275509122076,119.23939221150016,4622.852457424896,1
37,381.90797966477936,119.25535175023124,4609.3114744549375,1
38,381.87456913104813,119.21363109408844,4616.186884672962,1
39,381.89013864946673,119.23600600502036,4607.712130803777,1
40,381.91309407212805,119.22877811725277,4620.827278482266,1
41,381.9253061465624,119.39529263384856,4614.896367089359,1
42,381.9318065044136,119.38032848089141,4623.737820253616,1
43,381.92927624503926,119.30126554510444,4621.642692152169,1
44,382.0026201379176,119.3410791887441,4623.785615291301,1
45,381.9662501943385,119.30923978792458,4638.27136917478,1
46,381.9580595264914,119.30400117303023,4622.162821504869,1
47,381.98084999802063,119.30791116421932,4631.097692902921,1
48,382.0415980219004,119.24829648208137,4626.658615741753,1
49,382.00641979219165,119.3569738370038,4618.595169445052,1
50,381.987884672812,119.27081752405289,4624.957101667032,1
51,382.00351987095723,119.1507389072055,4631.174261000219,1
52,381.98256430612,119.13669829113374,4614.904556600131,1
53,382.06058177494765,119.0961386475171,4627.3427339600785,1
54,382.0085300818448,119.09249633122408,4637.005640376047,1
55,381.9963715671844,118.8450626396091,4629.803384225628,1
56,381.9775622810811,118.72593357279032,4624.482030535377,1
57,381.97537832349474,118.80777757249214,4629.089218321226,1
58,381.97978951432555,118.72705155446374,4631.253530992735,1
59,381.99735286390376,118.68709416097032,4612.952118595641,1
60,381.9762837502436,118.72032247446872,4606.771271157384,1
61,382.0166364603407,118.77040309957816,4604.26276269443,1
62,382.00846950718636,118.84282592225814,4613.957657616658,1
63,381.9641845591917,118.84855475341249,4620.174594569995,1
64,381.9586618071114,118.825544720926,4616.704756741997,1
65,381.9712652362983,118.82911160028533,4601.222854045198,1
66,382.0173511556679,118.83913362683786,4603.933712427119,1
67,382.0492467636975,118.89812148984515,4613.560227456272,1
68,382.04877771359065,118.78683119104002,4609.736136473763,1
69,381.9835816052542,118.90332955598143,4614.441681884257,1
70,381.9365944607828,118.8596768948699,4625.465009130554,1
71,381.9251900061928,118.7884802406802,4621.879005478332,1
72,381.92874621983094,118.87696787282712,4628.927403287,1
73,381.92945434525495,118.88629887080383,4628.1564419722,1
74,381.9600239360866,118.84361170013744,4625.49386518332,1
75,381.99736143036466,119.09302540975231,4639.096319109993,1
76,382.00967273561014,119.19292446662594,4640.857791465995,1
77,382.03072765352414,118.99864656013187,4626.914674879597,1
78,381.9927677562504,118.95237665625265,4620.148804927758,1
79,381.9842164137531,119.00401249301197,4619.889282956655,1
80,381.91425124556906,119.08693514805594,4630.733569773993,1
81,381.9082136485428,119.11062979960997,4637.440141864396,1
82,381.8426934717093,119.04059933305317,4632.064085118637,1
83,381.8583902391896,119.15472320985653,4620.038451071183,1
84,381.88170799254056,119.0894151224951,4628.42307064271,1
85,381.92502248371966,119.25571524890523,4622.6538423856255,1
86,381.96263088906323,119.37118865305806,4621.992305431375,1
87,381.9506125677992,119.36245384782262,4608.595383258825,1
88,381.9419704728284,119.33780596701878,4611.357229955295,1
89,382.01161358766467,119.39114862192802,4596.614337973177,1
90,381.97083000276825,119.13091817308471,4607.168602783906,1
91,381.92698080989,118.98499601966148,4617.901161670344,1
92,381.88443497964806,118.80702842351116,4605.540697002207,1
93,381.8762258702337,118.71096947970355,4597.924418201324,1
94,381.88140061715376,118.67491716431877,4625.154650920795,1
95,381.8618408767679,118.6887213715961,4617.892790552477,1
96,381.8978844002746,118.59504054982199,4625.735674331487,1
97,381.92637988447456,118.66801520389672,4623.641404598892,1
98,381.93264200785217,118.65384120999909,4641.984842759335,1
99,381.94893461440734,118.76150126671068,4642.990905655601,1
100,381.97846407828615,118.89411807641667,4642.994543393361,1
101,381.9708207342439,118.90716965486133,4644.196726036016,1
102,381.9460767929743,118.92899749484056,4650.918035621609,1
103,381.97211958134073,119.02048492989108,4656.350821372966,1
104,381.9553387879106,119.0867788536516,4655.410492823779,1
105,381.9554483676322,119.05309658205265,4658.646295694268,1
106,381.9915932347194,118.95668718786835,4659.38777741656,1
107,381.9946705832429,119.04834796458475,4664.632666449936,1
108,382.0182682626738,119.32375610262437,4673.379599869962,1
109,381.98423085379807,119.11087707564613,4653.627759921977,1
110,381.942581128267,118.94868439965467,4644.376655953186,1
111,381.905060590734,118.83224369555863,4636.025993571911,1
112,381.870685484736,118.89224629914784,4655.815596143147,1
113,381.8200485764172,118.80565381753667,4647.289357685888,1
114,381.84682731391933,118.89884299524738,4666.173614611533,1
115,381.87655019053665,118.93693259694584,4642.50416876692,1
116,381.8487234346429,118.73363356958947,4629.902501260152,1
117,381.86356409094515,118.71488931883253,4634.741500756092,1
118,381.87639036050507,118.64405940109944,4643.4449004536555,1
119,381.865895777049,118.7232381030895,4627.066940272193,1
120,381.8806775880745,118.81119844641998,4614.6401641633165,1
121,381.8698102545123,118.72213046605613,4587.78409849799,1
122,381.883608501893,118.72356739342916,4590.470459098795,1
123,381.9208825834513,118.76732940675188,4601.482275459277,1
124,381.87788414089994,118.7521854999885,4617.489365275566,1
125,381.8594304226565,118.83676505122166,4601.893619165339,1
126,381.87392101146577,118.95821538252453,4603.136171499204,1
127,381.891128040133,119.14025444160956,4600.681702899523,1
128,381.8368436519155,119.03779329388303,4621.809021739714,1
129,381.8075317192744,118.87017695598853,4644.485413043829,1
130,381.78594530502306,118.8160114461579,4651.691247826297,1
131,381.7922720916896,118.79659887682716,4659.814748695779,1
132,381.82993855836844,118.7626416958322,4663.8888492174665,1
133,381.80563201351555,118.95288941577337,4636.93330953048,1
134,381.83128773322153,118.85704266668793,4624.559985718288,1
135,381.80598119608266,118.7904608941304,4644.735991430973,1
136,381.81030942299657,118.7482953078093,4662.041594858583,1
137,381.8372423044816,118.76933236138598,4674.22495691515,1
138,381.84526356256504,118.80836292890166,4676.93497414909,1
