frame,cx,cy,area,detected
107,373.90159444580377,355.6502528855284,5860.695615871999,1
108,373.9014888182583,355.6661082950785,5861.617369523199,1
109,373.90676861119414,355.6687569212544,5858.970421713919,1
110,373.89915356157996,355.63915170692246,5856.782253028351,1
111,373.8778320578966,355.478868236733,5841.6693518170105,1
112,373.8512450009361,355.3533134000446,5838.601611090206,1
113,373.82258457798764,355.14615872137574,5827.960966654124,1
114,373.79735126269975,355.03686118295445,5822.776579992475,1
115,373.78427216309353,355.0554184529736,5815.065947995485,1
116,373.804061746343,355.2492786289339,5830.839568797292,1
117,373.8030359149677,355.34728442325445,5840.703741278376,1
118,373.80042342451344,355.3836477213014,5850.422244767025,1
119,373.80895744163934,355.36963440766965,5848.653346860216,1
120,373.7952430922669,355.325590738358,5848.592008116129,1
121,373.78696805456605,355.2426068741098,5826.355204869678,1
122,373.77083690917345,355.22983705318325,5812.413122921807,1
123,373.7677704522225,355.21663622701857,5804.447873753084,1
124,373.77532664310627,355.1623626885921,5806.668724251851,1
125,373.7724128366925,355.0947472632473,5800.801234551111,1
126,373.76740007887935,355.07452386809405,5809.880740730667,1
127,373.763559039609,355.0793417347039,5809.3284444384,1
128,373.76639440340386,355.02795278733345,5816.79706666304,1
129,373.7469446959259,354.86283644740723,5816.078239997823,1
130,373.7662078484716,355.039788844843,5822.846943998695,1
131,373.76743730728236,355.0388282928568,5818.9081663992165,1
132,373.7542457492739,354.95004056104216,5814.14489983953,1
133,373.74050793998845,355.0070530786932,5810.286939903718,1
134,373.7336801037933,355.0441437137567,5815.972163942231,1
135,373.74339190342624,355.1062534312667,5826.383298365339,1
136,373.7577744835561,355.06692747781824,5830.4299790192035,1
137,373.7451032564911,355.082180991443,5827.057987411523,1
138,373.7473420659395,355.1319816640935,5828.634792446914,1
139,373.75600064739103,355.2085829118232,5825.780875468148,1
140,373.7595969064014,355.2855630244864,5831.26852528089,1
141,373.7269344966036,355.3268075259689,5828.561115168533,1
142,373.7455447032119,355.3469247677997,5833.736669101119,1
143,373.78883986888474,355.3919383354862,5832.842001460671,1
144,373.81393602094835,355.26924691697343,5817.905200876403,1
145,373.8325929356495,355.1843118158715,5805.543120525842,1
146,373.84674912048513,355.3486749670097,5812.325872315505,1
147,373.8351891022702,355.3496756559085,5818.795523389303,1
148,373.8169540001288,355.33704335833124,5827.477314033582,1
149,373.8084552978306,355.2791975876718,5822.886388420149,1
150,373.81255354986183,355.3391559544589,5828.731833052089,1
151,373.8300086144641,355.37673884814205,5829.039099831254,1
152,373.8327244203966,355.3478900593914,5835.2234598987525,1
153,373.83603910163885,355.3253563798629,5832.534075939251,1
154,373.85213481328935,355.3518728029341,5839.720445563551,1
155,373.83750698583344,355.2999783738468,5843.23226733813,1
156,373.8404656522349,355.2502229848011,5848.139360402878,1
157,373.83543190557924,355.0763064819885,5838.283616241727,1
158,373.85896468610554,355.16271361646324,5847.170169745036,1
159,373.8159681461466,355.1037572485038,5827.302101847022,1
160,373.8294416659602,355.2093386809521,5833.181261108213,1
161,373.8272055060503,355.10604322232166,5827.108756664928,1
162,373.8573799159876,355.2214012468793,5840.865253998956,1
163,373.85619823290597,355.3654530231517,5852.919152399374,1
164,373.84309193329455,355.50126846152307,5858.351491439624,1
165,373.8374667715883,355.46637812253084,5846.0108948637735,1
166,373.83248206289585,355.4900037256084,5841.006536918264,1
167,373.8104394847787,355.2361371313779,5825.403922150958,1
168,373.7808812546066,355.15483362228974,5825.042353290575,1
169,373.81762279935583,355.1357071909177,5813.025411974345,1
170,373.82534808345633,355.09787081766723,5819.415247184606,1
171,373.803500085054,355.07450009713057,5827.449148310764,1
172,373.80303520207985,355.0984312309326,5829.069488986458,1
173,373.81409425228316,355.09797102831,5824.041693391875,1
174,373.8324157571358,355.1848459164191,5834.625016035125,1
175,373.8569173755817,355.23139799752755,5838.775009621075,1
176,373.8579118096842,355.2251434433253,5845.665005772645,1
177,373.86477721925866,355.119474070013,5830.399003463586,1
178,373.8858403752711,355.2038907261608,5840.639402078152,1
179,373.809339335815,355.05460137756097,5829.98364124689,1
180,373.7738073242251,355.08870464291203,5833.190184748135,1
181,373.76581702756414,355.03651880778955,5822.714110848881,1
182,373.74227990010274,354.9782127449256,5817.428466509329,1
183,373.7461929658437,354.9064532571307,5817.657079905597,1
184,373.7716250890219,354.88997295049967,5819.394247943359,1
185,373.7664027561352,354.89007475501137,5815.836548766016,1
186,373.762111911587,355.0073335817767,5821.101929259609,1
187,373.7401137685159,355.2021450036234,5828.061157555765,1
188,373.78849082767067,355.24852496696013,5833.036694533459,1
189,373.7663381670337,355.1545522305138,5819.622016720075,1
190,373.7733618850726,355.2563485833135,5837.573210032046,1
191,373.76489784929925,355.3489580740297,5841.543926019227,1
192,373.7813845432697,355.36587622890585,5840.326355611536,1
193,373.79363864810625,355.31086942865306,5846.995813366922,1
194,373.7772793438021,355.43635411019346,5855.797488020153,1
195,373.80309192538607,355.3577370351428,5860.878492812091,1
196,373.8257022484695,355.37399015213,5863.927095687255,1
197,373.8324593316647,355.313464525,5868.556257412353,1
198,373.86376010078123,355.3384436785036,5877.533754447411,1
199,373.8709926333588,355.34980107496233,5872.520252668446,1
200,373.84870834808794,355.36438142611644,5870.512151601068,1
201,373.8319990351228,355.271476677421,5862.107290960641,1
202,373.83214063097336,355.27396491418995,5863.464374576384,1
203,373.7941544196237,355.28468218608805,5857.278624745831,1
204,373.7891552586301,355.0461445319404,5846.167174847498,1
205,373.6846299798402,355.2312123327181,5841.100304908499,1
206,373.7515467123253,355.08369749207236,5834.0601829451,1
207,373.82162387283887,354.9894559717351,5840.036109767059,1
208,373.80792354200753,355.0528998754067,5840.821665860236,1
209,373.7907671185361,355.13656806410665,5833.892999516142,1
210,373.7971909195078,355.1693558627428,5834.335799709685,1
211,373.8083219807006,355.2801037170857,5833.801479825811,1
212,373.80882387263387,355.2616188872331,5840.680887895487,1
213,373.8089928206373,355.189476046895,5837.608532737293,1
214,373.819852429971,355.2227579685625,5852.565119642375,1
215,373.8173272702405,355.2883939016661,5852.339071785425,1
216,373.8130982006735,355.3295511291691,5846.603443071255,1
217,373.8215006841692,355.34199615613977,5842.3620658427535,1
218,373.8021579252742,355.31158346628524,5840.817239505652,1
219,373.8056404172258,355.2820214490895,5835.09034370339,1
220,373.81273161155355,355.3456106683303,5839.254206222035,1
221,373.8231692245714,355.35793275096535,5840.152523733221,1
222,373.82008464463166,355.2251526836948,5831.291514239932,1
223,373.85879785776456,355.16839048455637,5820.3749085439595,1
224,373.8500790126359,355.1951148591826,5819.024945126375,1
225,373.8354526891304,355.18946394329214,5819.014967075826,1
226,373.840960708872,355.1832819912836,5815.808980245495,1
227,373.83029857112786,355.09992792929563,5815.885388147297,1
228,373.8228272924173,354.99617368651934,5815.3312328883785,1
229,373.8073712211958,355.02786061885666,5812.198739733027,1
230,373.8052875233832,355.0386793088569,5818.519243839816,1
231,373.80541194499415,355.09645946393516,5815.511546303889,1
232,373.8074603533048,355.1780801350576,5810.906927782333,1
233,373.81102243454757,355.3861071500188,5822.3441566694,1
234,373.84491320631923,355.38888351077566,5825.60649400164,1
235,373.86290817921065,355.39501151986053,5823.563896400985,1
236,373.8720322491183,355.4466722970793,5835.138337840591,1
237,373.8598207125759,355.42509694199697,5838.883002704355,1
238,373.87163803032786,355.4617345242734,5841.929801622613,1
239,373.8491902065864,355.4461349949805,5842.157880973567,1
240,373.82927196969274,355.42982154925994,5839.8947285841405,1
241,373.79569605695883,355.37858021477933,5831.936837150484,1
242,373.78867330480784,355.4014526739331,5835.76210229029,1
243,373.80004440355225,355.43649346078416,5834.257261374174,1
244,373.79402212099933,355.43607984045593,5830.354356824504,1
245,373.8067596451655,355.329934422741,5819.412614094703,1
246,373.81227760953857,355.3831629723859,5826.247568456822,1
247,373.766480744613,355.2659058363507,5813.748541074093,1
248,373.7506614853909,355.1506100994044,5804.649124644456,1
249,373.73596954671893,355.0632982171157,5795.989474786674,1
250,373.76069802839766,355.0813626299031,5807.193684872004,1
251,373.8059387072992,355.1213141485865,5817.116210923203,1
252,373.82542989104616,355.15963104234345,5840.269726553921,1
253,373.85228010393087,355.3515590869358,5855.761835932352,1
254,373.8488410522368,355.30895660535157,5858.257101559411,1
255,373.83521913489733,355.20386678139533,5849.554260935647,1
256,373.8186102522383,355.1526842336517,5849.332556561389,1
257,373.8164707249399,355.13778589469473,5846.199533936833,1
258,373.8229195226413,355.24678023618446,5848.1197203620995,1
259,373.8271078428377,355.3088819560379,5848.471832217259,1
260,373.81921277940444,355.426171804858,5857.283099330356,1
261,373.85235622848836,355.5046018491911,5854.169859598214,1
262,373.86043803020334,355.5154936577311,5856.101915758929,1
263,373.8591199609791,355.5457804117565,5855.861149455357,1
264,373.8238965091912,355.4261344577242,5852.716689673214,1
265,373.8040105245623,355.3692108944148,5841.230013803928,1
266,373.77877759379714,355.3798405682751,5836.138008282357,1
267,373.7718342141753,355.4023723045152,5835.482804969414,1
268,373.785324649738,355.35531844338254,5841.689682981649,1
269,373.7881064707544,355.3510372198757,5845.0138097889885,1
270,373.8012331623796,355.3455076451743,5843.808285873393,1
271,373.8127826134348,355.3051630760544,5841.0849715240365,1
272,373.8076718449279,355.3107617800589,5847.050982914422,1
273,373.7959307422843,355.3478701734484,5848.230589748653,1
274,373.77683393170753,355.33781104239984,5846.138353849192,1
275,373.78480038187115,355.33620273236244,5842.083012309515,1
276,373.7937733001721,355.3967768496136,5853.849807385708,1
277,373.8283049707096,355.4746729984673,5854.3098844314245,1
278,373.8545324276742,355.5043094884762,5861.985930658855,1
279,373.84441339885456,355.38498937171937,5851.391558395313,1
280,373.8553896404971,355.476432639089,5852.434935037188,1
281,373.83153326145606,355.4578889540428,5844.860961022312,1
282,373.8469841523004,355.50375765874867,5853.9165766133865,1
283,373.8366552311328,355.42696812355433,5851.149945968033,1
284,373.83143692163594,355.4623043645221,5862.289967580819,1
285,373.8347953954884,355.4586155887405,5866.173980548492,1
286,373.82827730562235,355.36136682505844,5861.304388329096,1
287,373.85226635762456,355.32992054420964,5846.982632997458,1
288,373.81041987876546,355.39414673276144,5834.589579798474,1
289,373.8053216947011,355.25419691131924,5822.753747879084,1
290,373.831526065205,355.42304872181865,5833.25224872745,1
291,373.8690761034453,355.4708999056757,5843.15134923647,1
292,373.86644993192203,355.50754421326025,5847.890809541882,1
293,373.8441211999542,355.40098382728866,5845.934485725129,1
294,373.8256348078846,355.3160023842853,5837.160691435078,1
295,373.800505134945,355.25677081074826,5836.296414861046,1
296,373.7930442396687,355.285549192442,5841.177848916628,1
297,373.7888910043321,355.1175549549688,5825.5067093499765,1
298,373.7885840795717,355.02246602545597,5821.504025609986,1
299,373.78718629003686,354.9748502245926,5817.902415365991,1
300,373.7719166529089,354.98202403271125,5819.1414492195945,1
301,373.7353309622167,354.74404087447044,5807.8848695317565,1
302,373.71240493750975,354.5929506221589,5799.130921719054,1
303,373.6711852070446,354.53818459428635,5789.678553031432,1
304,373.69523789570087,354.77424363422045,5814.607131818859,1
305,373.7345163541028,355.0390504620606,5832.164279091316,1
306,373.7523370575019,355.1786917123543,5841.49856745479,1
307,373.73662950722843,355.1095681036293,5828.099140472874,1
308,373.73479598197713,355.0867077311061,5837.0594842837245,1
309,373.7584961896018,355.0635787523265,5844.835690570235,1
310,373.79456524696894,355.13272566767773,5845.701414342141,1
311,373.7933929227122,355.10749387360477,5834.420848605285,1
312,373.7529377412901,355.06518172512244,5835.052509163171,1
313,373.75606694907833,355.1327226486871,5832.031505497902,1
314,373.7666323855642,355.18993578701446,5828.818903298741,1
315,373.77733585269493,355.10858196282913,5807.291341979244,1
316,373.7883067660051,355.01710413187595,5804.974805187547,1
317,373.76565496671435,354.92441066547593,5809.784883112528,1
318,373.7647271167822,354.95245420967836,5809.270929867517,1
319,373.77362964659915,354.9893501355982,5800.56255792051,1
320,373.7797470257452,355.06171338219696,5819.137534752306,1
321,373.76807450515525,355.04932214865016,5818.882520851384,1
322,373.7682155346374,355.0332915860271,5820.329512510831,1
323,373.7766351089316,355.0030337482303,5823.397707506499,1
324,373.8157145697055,355.09466904471986,5833.038624503899,1
325,373.813978407289,355.10869140224224,5831.423174702339,1
326,373.8148975816757,355.1176354183949,5830.253904821403,1
327,373.8109766197082,355.12168186646556,5827.152342892841,1
328,373.8193018094464,355.12173410558546,5828.291405735705,1
329,373.8213262576482,355.10959628554303,5830.574843441423,1
330,373.80321812901815,355.15539247452216,5834.344906064854,1
331,373.81175604123035,355.1305491310921,5830.406943638913,1
332,373.81204574214587,355.1897520715982,5824.044166183348,1
333,373.7903971087269,355.0495128381641,5808.026499710009,1
334,373.81069426661384,354.9997209053553,5807.615899826005,1
335,373.7993353855296,355.0079384729771,5800.569539895603,1
336,373.8131568818807,355.0860399827459,5819.341723937361,1
337,373.8340887382774,355.04565452443603,5819.005034362417,1
338,373.87215044506837,355.21330948784725,5838.40302061745,1
339,373.86694757938415,355.2360623525304,5840.64181237047,1
340,373.8656075051065,355.1713470594377,5837.185087422282,1
341,373.8720853591659,355.2261005853894,5844.711052453369,1
342,373.8665822688511,355.19237489751725,5846.026631472021,1
343,373.87354390986263,355.3163789419175,5855.615978883212,1
344,373.8724144955228,355.44046164776967,5851.969587329927,1
345,373.86516648872475,355.4689122988186,5858.381752397956,1
346,373.8730821941198,355.51749441809307,5865.429051438774,1
347,373.86026219042617,355.58485366205673,5870.257430863265,1
348,373.857749379507,355.4685920221694,5867.954458517959,1
349,373.8524949237128,355.39083061371696,5864.172675110775,1
350,373.85823386789184,355.4473127801948,5872.103605066465,1
351,373.85977612131364,355.5162692403476,5874.062163039879,1
352,373.867815272652,355.55386166339804,5873.637297823928,1
353,373.85443086854275,355.56726680236073,5874.982378694356,1
354,373.8385236371396,355.49182236976947,5863.789427216614,1
355,373.8559488817373,355.50831063497645,5860.673656329968,1
356,373.8673186913957,355.5204939477262,5868.8041937979815,1
357,373.85371320837373,355.4855571272681,5872.882516278789,1
358,373.8323279278652,355.5309547201235,5870.329509767273,1
359,373.8115086288652,355.49605000102383,5858.197705860363,1
360,373.7812555564309,355.3611839599097,5853.718623516218,1
361,373.74781695586057,355.2372532453986,5833.231174109731,1
362,373.7319261748904,355.25651661001257,5828.738704465839,1
363,373.74184878561175,355.28784048567445,5819.243222679503,1
364,373.756403705786,355.3093603596926,5818.945933607702,1
365,373.76646024922263,355.27996814714606,5821.367560164621,1
366,373.7583661975775,355.2537049788848,5824.020536098773,1
367,373.7582373986106,355.2908465989191,5823.2123216592645,1
368,373.7557497419763,355.31053420382443,5830.927392995558,1
